review,sentiment
guess first movie made aware term cult flick totally bad movie help like movie richard boone made better joan van arc staying late watching movie make think much one,1
perhaps generation film come along perfection railway child film timeless classic directed performed beautifully depicts worthwhile humanity climax conquest love faith cruel injustice every performance gem though bobbie stand like judy garland dorothy jenny agutter make impossible u imagine anyone else role br br world better film child today would much better watching br br course like many young men generation fell hopelessly love jenny agutter hold strong great good fortune meet day ago bewitching smile voice like dripping honey still send weak knee first year ago,1
may biased author novel hungry bachelor club self published screenplay written good friend hungry bachelor fred dresch inspiration character marlon film pleased trailer hope see film entirety comment jorja fox play delmar youngblood character stellar carry bulk emotional vehicle fine form done better look like real people hardly formula driven thankfully drive statement racial prejudice home gracefully heartfelt,1
north south book ii ultimate tv series spotting cameo appearance highly entertaining gene kelly james stewart elisabeth taylor olivia de havilland robert mitchum even johny cash¡ series come close achievement ever seen anyone looking like lincoln dick smith prosthetics made hal holbrock powerful performance even crafted costume jaw dropping location everything clear nowadays excellent bright tv series desperate housewife lost north south still one kind miss david carradine portrayal ultimate villain may call violent husband worth viewing maybe character situation stereotyped admit positive side clearly cast shadow glad finally available dvd spain,1
second beginning title explains show u beginning end human race set long matrix existed short anime written wachowski show u world could lay infront u distant future set turn st century second renaissance delf issue common human behaviour greed power control vanity etc br br use robot artificial intellegence slave servents common among science fiction fantasy story second renaissance exeption concept however instead simple man v machine layout story explains struggle machine put struggle acceptance world ruled human matrix film show u human perspective short animation tell side story br br second renaissance part answer many question brought original matrix film war broke sky blackend led use human battery also introduces u machine city called may relevance upcoming matrix revolution film br br give away much story want ruin experience perspective viewer however recommend anybody interested world matrix simply anybody interested japanese animation anime br br,1
men love police movie filled action shooting chase etcetera br br boy let watching short unsatisfying movie seen hostage bank surrounding yet bad guy shoot multiple officer innocent people simply stay line fire without getting hit due kevlar br br shot hundred shot going back bank dumb hostage lock safe door bad guy went stupid director think br br okay shot fake documentary good seeing film got thought police get decent shooting course many cop swat real long break truly bad,0
snake train movie rented due pure amusement thought movie snake plane enjoyable action film obviously film maker wanted cash success low budget effort minute snake train almost unbearable witness keep pausing film something entertain due lack happening film throughout duration film never fully explained girl curse keep coughing green purplish goo constantly endless boring dialog two main character brujo alma discussing get rid curse appreciate low budget film making truly picky movie open genre budget snake train truly one worst horror film ever seen writer acid something end film woman suddenly turn giant snake importantly earth able devour train br br bottom line snake train movie need avoided cost intrigued like title movie seriously bad let put snake rest br br,0
sat tv hoping name would worth time dear gussie whoever thought script worth producing basic idea excellent execution appallingly bad constantly illogical sequence scene ending almost laughably melodramatic poor rock hudson wanders understandably confused look slightly sagging face look like bad b movie,0
movie really nothing besides admittedly well crafted series tense sequence punctuated inevitable gotcha end really character development real plot speak skeletal motivation character anything trudge forward unavoidable doom excuse show creepy ghost kid seems gotten family cat mixed ectoplasm ghost mom long black hair hanging face kind like ring take bunch cardboard cut two dimensional excuse human character br br english language version grudge equivalent cinematic junk food satisfying momentarily really ought living br br recommended,0
thanks jymn magon creating disney best cartoon ever show improved much year kid like thought rip ducktales favorite disney thing time like grandmoffromero later though good great reading review decided give another chance bought dvd set watched whole pilot first day got pleasantly surprised still favorite episode although series live end disc knew going top tenner br br character complex charming favorite got wildcat absolutely hilarious sweet boot next favorite baloo best pilot show see ol jymn built show around kit cloudkicker baloo best relationship series louie jim cummings perfect job impersonating original voice rebecca made laugh pretty hard believe baloo eventually marry finally hero molly although least favorite still like think cute character much better webby ducktales villain original karnage air pirate always crack kahn ice cold ruthless thembrians always least amusing br br said story range hilarious time wait bear romance red chimp nothing short touching old man seaduck paradise lost fun funny exciting adventure search ancient blunder favorite bell klangs favorite episode anyway talespin disney best aside gummi bear reason gb decent amount favorite character cubbi t enough wildcat end talespin remains classic bottom line th best cartoon ever,1
amen magsel lot confusion going first know movie purchasing henry cele star every one bought movie thinking miniseries letdown would comedy young girl raped david hasselhoff spelling ok popcorn tv believable film english accent love story movie supposed young man rise military power slave ship captain getting jiggly english maiden looking daddy br br paid movie would call police would crime,0
wow believe first one post comment great movie br br although movie seemed interesting enough real thing attracted one matt lillard granted people probably either think caffeine happy plain suck age generation watched guy many time one favorite one movie big shot main star kind like slc punk another great lillard film br br baiscally storywise usual heist movie twist anything start amount craziness also notable movie another great actor named vincent onofrio appreciated person film industry woman movie newcomer bad although know hired mainly accent nude scene br br game jack v jill v bob want reap reward share one try get eachother kill timebomb waiting explode matt show true prowess scheming jack initially start whole scheme vincent woman play couple art thief need money due lack business vince character bit deranged skitz throughout movie add intensity film br br surprise left right well welcomed ending non cliche make feel happy well maybe depends type ending like movie kept interested besides fact matt great movie highly recommend anyone like movie critic probably like movie watch movie cause like movie anyway,1
year old daughter asked watch movie cable tv someone saw revenge nerd movie theater found movie extremely predictable remake nerd simply replaced dork drove crazy able predict precisely would happen scene cast cute especially amanda bynes br br screenwriter chad creasey ashamed writing obvious remake early flick title simply revenge dork perhaps sequel revenge dork,0
well take j simpson american soldier turned american bus driver decides rescue passenger incase one else going arte johnson absolutely straight role tour guide know want admit trouble combine lorenzo lama one three baby faced bad boy intend kidnap heiress leave busload people die dessert got action plot twist lot drama everyone good seeing lama baddest bad boy really blew mind much believable overbearing bad guy wanted kidnap heiress rape woman humiliate guy tried stop evidently long cultivated good guy image believe year old lorenzo tight jean really want miss,1
honestly fail understand people love show much friend mine watch since like sci fi tried watch along since plot show sounded promising truth really boring show thing keep awake show video game like cgi effect complete overuse muppets note call muppets actually really look like muppets like alien br br speaking muppets make effect horribly overused show guy could best described alien dwarf hybrid pale girl look like cheesy vamp girl got floating potty mouth frog alien feel unnecessary furthermore even point feel distracted whole storyline lost astronaut br br every episode also much stand alone creator show directed way every episode almost feel like whole show least point see main character muppets whole plot main character getting back earth way much pushed background point acting also quite bad br br conclusion want good sci fi look somewhere else even real sci fi begin opinion since show aimed fantasy element puppetry weird dream going want see muppets suggest watch muppet show feel glad abomination show come end br br way anyone dejavu concept living spaceship ohyeah thats right doctor started concept almost year ago show like collection sci fi leftover script event abandoned good reason picked horrible show,0
columbo episode one better perhaps one personal favorite cast includes rosemary baby john cassavetes maestro wife played blythe danner gwyneth paltrow mom mother law played myrna loy one america greatest leading actress film time anyway disagree anybody criticizes film episode one favorite excellent cast superb job performing love watching columbo beloved dog never name series time episode focus classical music hollywood bowl one l attraction course columbo becomes interested classical music anything else involving crime,1
debating movie chose inglourious basterds due amazingly high imdb rating must say disappointment expected certain amount gratuitous violence also expected lot witty dialog got huge dosage former nearly enough latter felt shortchanged ratio violence plot important think movie get totally wrong plot believable really entertaining either save time money believe rating say gory violent taste modern mass,0
ok film calling one best movie ever sitting thinking hell f story sux story diolouge quite plain artisticly nothing great acting nothing real standing want pretend arty say like real view say like explain,0
seeing aristocats special edition two pack fox hound decided buy since film childhood favourite br br aristocats classic definitely might five star classic fun film make good evening entertainment somewhat light refreshment darker serious disney classic aristocats try light hearted musical comedy think succeeds br br storyline really make much sense think plot particularly strong certainly weak animation background bit scratchy place typical disney film rustic old fashioned charm br br aristocats strongest point character music humour music memorable try getting everybody want cat head hurry song written sherman brother also music jungle book one song called never felt alone going film sadly make final feature shame think would fit well br br character unforgettable thomas malley voiced phil harris basically baloo feline form eva gabor give duchess warm maternal feel kitten voice actually sound like child actor imitating voice child secondary character dozen yet still end understanding personality edgar villainous butler play similar role cruella de vil comical scary often ending funny situation even though bad guy still lovable br br two british goose abigail amelia really cracking along crazy drunk uncle also like dog tend argue leader could go spoil tell aristocats funny entertain everyone without resort rudimentary toilet humour br br bottom line aristocats might disney crowning achievement even strongest film award tie rescuer many adventure whinnie pooh enjoyable romp sure entertain looking dazzling work art might better watching bambi want fun night aristocats way go charming lovable film impossible dislike enjoy besides good film cat seen villain,1
teen agers go old deserted farm house left one dead grandfather unaware several murder decade earlier grandfather made pact devil good harvest guy thought something better sell soul man grandson friend set next sacrifice reason never explained stereotypical teenage son girlfriend black guy white girlfriend two lesbian battle three killer scarecrow tricked like nearly fun sound mostly lot chit chat ball kicking dope smoking lead actor complaining never knowing parent camera work atrocious shaky maybe done hand held camcorder scene maybe good thing since scarecrow look like came kid birthday party apparently could hire two people play three scarecrow best movie seen low budget independent horror movie one pathetic cast crew seems made bunch people knew never acted intention acting thousand dollar believe movie cost make weekend free time hand even lesbian skinny dipping scene lame br br think amusing also writing sequel film one even bothered adding imdb br br rate highly skinny dipping scene matter lame may,0
believe actually sat thru entire film friend rented jacket made sound good defense jacket correct supposed haunted room someone slept overnight jacket sounded like par freddy jason maybe shining farther truth br br fan minimalist surrealist film may enjoy looking good fright movie couple thrill go rent jason v freddy iv much better night,0
brian keith cole wlikerson richard jaeckel wade matlock make excellent villain love intimidating local brutal way possible sneer sexily suggestion might humane way achieve end pity goody goody glenn ford get way,1
saw dvd apartment paris exchange program laughed hard cuz much going movie happened u mean yeah sure pretty clichéd still true know saying br br think related quiet guy italian xavier observer group anyway wish hot roommate like cecile de france seems like cool chick movie real saw hosting cannes festival last month br br thinking wanna go barcelona next summer seeing movie gotta check sequel came france,1
know got idea snake plane put bluntly pay see movie really want waste minute life either catch cable get free pick netflix blockbuster pay rent pay rent one stupid individual acting awful plot awful everything awful except snake whether real cgi generated look pretty good said still movie one worst movie ever seen even nude dancing scene pretty bad actually fast forwarded sat warn,0
movie tyrannus gladiator brought back dead summon tyrannus gladiator must brought back dead tyrannus learn hour also called demonicus add much needed depth screenplay call question assumption identity psychology br br spirit tyrannus accomplishes little list killing people saying repetitive phrase latin possessing body college guy us magic mind control helmet college boy willingly put head several point movie take put back br br maria performs oral sex poor man sean willian scott tyrannus wear rollerball glove tyrannus green backlighting reason apparently sitting next cg fire ancient concrete tunnel century like utter misfortune br br movie empty hurt see,0
movie truly show farce hypocrisy indian society try show one side story side story hidden emotional mental abuse indian child movie show br br indian parent culpable following destroying individuality child making completely dependent parent early age child grow adult physical look remain child mind since everything provided great indian parent child automatically feel need work hard something learn basic human communication human being apart parent br br b show many indian parent try prevent kid making friend going prevent anything start making grow adult br br reason selfishness indian parent expect child take care grow old saving reach age cry loud grown old dependent child since done great service bringing world taking care making intellectually weak br br indian parent age dilapidated body health financially completely insecure feel absolutely need take care since expect kid take care br br west opposite happens people start planning age retirement retire financially secure br br indian parent nothing sort since like said brought kid world better investment br br victim indian parent sure countless indian kid like grown physically still struggling life continue pestering year old cry loud help time br br movie show one side story utter piece junk,0
woody allen best one sharpest pen around make acute observation wrap around punch line like nobody else however worst movie stench pretentiousness unfortunately melinda melinda stench opening closing set one intriguing idea four friend sit restaurant discussing whether essence life comedy drama help settle argument one man relates beginning story asks two men arguing one comic playwright dramatic playwright whether story comedy tragedy two men continue story movie play story weave first heard film understanding tell exact story genre comedy drama change look would interesting however story share one main element side element entirely different story major plot difference drama stiffly scripted pretentious really work self parody point failed element prevent audience feeling emotional investment character comedy story moment success still short fleeting farrell obviously meant stand woody could played character much believably without adding woody stutter hand tick woody best woody someone else try playing character modeling recognizable actor type thing pull audience story br br favorite woody allen movie make leave theater little bit lighter spirit walked one made wish could get money back,0
man white suit like right jack take dim view labor capital alec guinness scientific genius eccentric one never gotten university degree due err accident college laboratory manages push various industrial lab textile industry film begin michael gough company gough memorable moment trying impress would father law cecil parker showing ship shape firm run lunch parker parker daughter joan greenwood gough get message regarding problem lab unexpectedly large budget problem read huge expenditure due guinness experiment choke coffee br br guinness go work parker firm repeat trick gough parker discovers greenwood discovered guinness working convinces parker continue experiment legally result guinness assistant apparently figured make artificial fiber constantly change electronic bond within molecular structure intent purpose fiber remain tact good textile made never fade get dirty wear last forever br br guinness support female shop steward chief see guinness selling rich explains done turn everyone clothes last forever need new clothes soon parker fellow textile tycoon led gough ernest theisinger wonderful performance howard marion crawford equally panic stricken may end business seek suppress invention greenwood corner although parker sort sympathizes guinness try get news discovery public br br end guinness defeated science well greed end film seeing error calculation guess one day may still pull discovery br br brilliant comedy argument suppression valid one point difficulty making textile shown heat thread high temperature actually enable end material united nothing show cloth stretch owner get fat contract owner get thin believe people would want one set clothing ever happened fashion change new style cloth made color white making guinness look like white knight told color dye would added earlier process effect chemical reaction maintain structure textile br br ala science paper film hypocrisy labor capital modern industry brilliant question mention keep bothering validity suppressing guinness invention,1
although many audio recording great musician like jascha heifetz survive cinematic televised record limited indeed musical offering like shall music rare gem modern eye ear one quibble plot perceptive viewer put film unique delight proper perspective plot designed appeal young old audience era remains enjoyable day important aspect experience watching classic film see eye moviegoer era br br must take issue reviewer complains film black white feel obliged report student express reservation juvenile complaint reflect limited historical perspective teacher offer educational opportunity explain unique quality black white photography place cinematic history color fact get way good storyline music example black white photography john ford stagecoach like still photograph ansel adam artistic masterpiece br br heifetz wooden could disagree want blatant emotional posturing go rock concert role classical musician like heifetz move audience heifetz emotion conveyed playing body language rare ability extract every emotional nuance music transfer listener listener moved artist br br incidentally one reviewer asked seeing heifetz youtube playing st movement tchaikovsky violin concerto frank mchugh audience film carnegie hall shall music carnegie hall even greater treasure many great classical artist prime blessed film producer least limited instance chose showcase artist still era totally overwhelmed lowest common denominator tripe get today,1
read book open fresh interpretation director give medium film letter reproduction literature particular film happy holocaust occurred russia neighboring country finally received attention nazi particularly cruel russian russian jew read history see monument built smolensk nearby region understand movie many kept silent spoken br br certainly time chronicled hope story come high time,1
independent b w dv feature consistently shock amazes amuses ability create insane situation find humor interest hilarious ridiculous stuff yet absurd much film heart reality keep film grounded keep entire piece drifting complete craziness therein lie real message film survive world gone mad seems heart film insane wall thing get leon yr old paperboy protagonist always try keep together like child forever trying catch balloon floating away everything work best everyone want br br acting film could went far top exceptional cast really keep piece cohesive van meter perhaps best bunch performance shine absurd diseased tic character film overlook sudden outburst see real person underneath br br majkowski true genius take utmost ridiculous plot twist keep real script cast help keep whole thing afloat true testament skill majkowski involved film grating plot character never work nerve majkowski taken film could abrasive repugnant somehow given heart humor unique film missed br br,1
believe dumb movie truly storyline written keira knightley mother ruin movie extreme straight dull absurd make absolutely sense whatsoever br br movie lagged bad especially beginning story kept going everyday flirt often time seeming like threesome movie annoying deadbeat couple poet wife complete total drunk start wife sleep around men make end meet poet pervert thrives cheap boo woman wife waaayyyyyy quickly becomes friend former childhood lover played keira suddenly get jealous knowing full well two lover since kid something seem right mean come get program lady expect br br bottom line former lover meet new wife embracing get jealous former woman lover get married husband get jealous bombard crazy drunk couple home crazy husband call police end going court man attempted murder charge summed nutshell br br movie moment quality good acting cillian murphy cannot believe watched complained movie family member watching fell asleep decided give chance stuck first instinct,0
holy movie still warm juicy pile made tried watch pile festering waste found easier slash wrist slug back shooter lysol floor cleaner endure half crap screen rank well anything ever watched film tv thats saying something witnessed cow crap field watched steaming pile hour half know might moved something well time better spent watching tripe acting non existent plot somewhere film think saw cut seen early plot managed escape riding background back old pickup truck heading portland hope becoming steven king shier please tell director getting medication desperately need pretty clear need heavy medication willing front money needed lobotomy reversal bah give review full punch need nothing painful ever done justice typed word alone let say looking flick pas time see chilton rack walk car start engine shove fist straight fan feel bone vibrate anymore sure wallet hand also going waste cash anyway might well privilege wasting br br way watched buddy mine sent girlfriend could see dint come whats worse watch thing twice heard married get visit ball month hope film,0
fashion designer trip cat fall pool hitting head something floating surface rather cheesy effect tv movie float body float tunnel ring swirling orange smoke black rigid figure tip view look like mannequin apartment almost thought watching jess franco movie friend revive black arm grab wrist struggle get loose revived remembers everything nasty bruise forearm br br shortly thereafter nearly get hit control car come sidewalk behind halloween decides boyfriend go mexico vacation get surprised find day dead annoyed another american tourist keep following almost drowns br br designer encouraged join group people near death experience experienced tunnel black figure repeated near escape death one anxious also encouraged meet psychic br br doctor tell people call walker name novel based people supposedly died one cause examined prove died another cause thus like continued walking around dying died blame poor record keeping br br watched minute video felt awfully long imagine actually minute version perhaps meant watched two night tv would better watched way one sitting br br read one gary brandner novel floater representative work original writer floater common plot picked kid kill people revenge even variation pretty common picked kid dy kill people year later revenge beyond grave fact point common movie kid practice astral projection drowned float body know closely dead night follows novel walker understand howling movie bear much resemblance novel br br quite slow movie special effect cinematography really held presumably low budget made tv shortcoming lot easily recognizable character actor also feel dated early mid found boring much better low budget movie covering similar subject matter think dated badly sole survivor arguably inspiration final destination movie blow dead night away,0
insomniac nightmare story man plunge insanity chronic insomnia jack plagued hallucination causing try determine real br br find interesting thing jack near end think time movie happily ever hollywood ending wrong new york city place nobody sleep br br te nanavati writer director good film insomniac nightmare talented filmmaker writer made film right high school graduation real potential one watch upcoming future br br watched short film constantly uncomfortable music bleak scenery realistic portrayal insomniac dominic monaghan jack desperately wanted turn time escape,1
anyone argue fact urban cowboy still best document texas life time period consider following men beat wife get drunk bar nightly get married settle fight commit adultery compete mechanical bull try name movie depicts real life vividly dont make anymore seems current film always people lot money live huge home drive expensive car work movie celebration scene getting trailer pete sake br br anyway watch least week kidding dissected movie end end feel free email learn reason calling documentary consider following scene bud see sissy split amicably honk wave flip bird return half peace sign honking horn add impact tear br br bud mom call approx hour get town sunday see job yet accomplished getting drunk laid x help uncle aunt cover br br live like pig think scene needed think necessary could figure without showing filthy sink god love br br sissy allows wes help ride bull day possibly next day wes kicked crap husband steve asks hey sissy remember wes oh yeah didnt beat husband night let get lesson goin make mention fact seek solace later one bud sissy many fight way take place public gilley br br wedding reception picture taking session oh humanity could least arrange move chair way leg sweatin momma br br conclusion put scene like movie try show insight human psychology documentary real life br br wish director cut,1
seeing movie first time turner classic list dangerous female multiply appreciation bogart astor version ricardo cortez must getting paid smirk hope remembered dentist brylcreem salesman made actor woman good better well una merkel little better interesting original joel cairo mr gutman competently deliver many individual tic almost nothing set changing atmospherics successor role peter lorre sydney greenstreet humphrey bogart mary astor somehow transcended essential seediness character remake sam spade ruth wonderley br br movie exactly stink lie like big slice ham chief value today reminder great movie like falcon happen scale rate mainly camera work supporting player,0
watched tenant interpreted horror movie us many trope genre sinister apartment suspicious neighbor apparition mystery hallucination life hero trelkovsky seemed surrounded evil secret force trying drive mad br br last time watched challenged initial interpretation movie horror movie horror sense kafka novel horror fact movie understood literal level lonely man slowly becoming crazy without external influence br br polanski made career three movie dealing madness repulsion particularly like development madness heroine never convinced rosemary baby heroine driven mad evil force tenant might best study paranoia ever made cinema br br trelkovsky young man rent apartment woman killed becomes obsessed slowly start becoming wear clothes put makeup talk like possessed spirit letting wild imagination get best hesitation real imaginary polanski never resolve make fascinating movie many event movie attributed supernatural easily normal cause viewer decide believe br br although favorite polanski movie nevertheless good example ability create suspense portray madness convincing term technically speaking marvel suffice say collaborates film composer philippe sarde legendary director photography sven nykvist bergman dp making movie slow pacing sometimes uninteresting segment may make movie difficult enjoy experience nevertheless,1
operative rule making film seems never make minute scene make minute scene principle set right start interminably long portrayal graduation harvard class point scene suppose introduce primary figure story give bit background somewhat effective comparing idealism harvard graduation ceremony realism life johnson county wyoming keep going going set stage film feature repeated stretch mind numbing nothingness made even worse fact found significant amount dialogue almost incoherent end even watch one sitting got half set aside couple day could drag back see turned br br reaction movie many way shame positive performance generally high calibre especially kris kristofersson averill christopher walken champion isabelle huppert ella basic story interspersed around ever present mind numbing nothingness potentially interesting focusing effort immigrant establish johnson county local cattle company effort stop killing number collaboration government military also absolutely breathtaking scenery shot said whole thing could frankly done half time end potential positive washed mind numbing nothingness movie seems revolve around seriously,0
monkees surprisingly big favorite mine yes might original manufactured rock band gimmick certainly reached overkill st century however music hold best offer last train clarksville daydream believer believer stepping stone valleri pleasant valley sunday great song written good songwriter boyce hart neil diamond goffen king john stewart great musician songwriter likable screen presence plenty appeal stuff actually decent v show dated stuff still watch show occasion time capsule life magical dangerous time u history br br however know portent thing come like kelly clarkson monkees want considered manufactured puppet recording company despite average talent wanted write song produce album call shot came tour sadly turned disaster especially peter tork choice jimi hendrix opening act nixed due stealing show heavy sexual suggestion music compared monkees g rated content br br however final nail coffin monkees infamous motion picture head head written bob rafelson jack nicholson allegedly high mary jane film received poor review made box office today film cult classic ahead time delivers message mind youth summer anger br br head really plot basically one four monkees lurch scene scene without rhyme reason go eating diner seeing davy jones getting bashed sonny liston western sucked vacuum performing concert forth film basically offer oblique opinion wrong american society monkees bash commercialism war vietnam american policy censorship establishment greed read line see target derision br br monkees spend lot time boxed certain junction film symbolizing felt record company saw nothing toy play time record another hit album scene outnumbered western scene could symbol session musician songwriter record producer whatnot controlled career cannon fire way saying begone br br film truly psychedelic trip behold flashy tie dye color hypnotic concert belly dancing scene druggy imagery everywhere acting actually good biased like monkees v show small soundtrack feature porpoise song three song written monkees br br film actually hilarious scene occasion although maybe supposed mickey dolenz beating coke machine give soda violent punch ups boxing scene mean wiry guy probably weighed laughing br br movie absolute must see monkees fan think lot people feel movie indeed head obsessed society time find great time capsule,1
bottom barrel stinker bad beyond funny plot american mercenary played reb brown film called military adviser really clear american military helping army latin american country fight guerrilla wind joining guerrilla government turn imprisons torture shannon tweed sport equipment saleswoman pick bar get caught intrigue description actually make movie sound better really stinker almost biblical proportion bad well shannon tweed turn movie professional acting job indication th rate piece junk turkey nothing mismatched sound effect music score sound like z grade horror flick may well footage e armored personnel carrier going jungle trail reused constantly ineptly staged action scene recent memory laugh minute sludgefest seen disbelieved tweed look bored brown look hung time thing finished last long know feel br br although lot explosion gunfight considered action picture stretch imagination boring scene back truck everybody stare three four minute repetitive rebel soldier killed illogical group rebel caught open field government helicopter gunship instead breaking cover stand staring inept soldier rebel falling dead gunshot heard gun battle inside house combatant standing wall machine gunned miraculously wall escape undamaged predictable governor say offer reward brown capture someone might turn know exactly someone turn exactly thought downright stupid pretty much everything else picture inept brainless stupid beyond belief waste time,0
falcon snowman superb example anti film many film decade general lacked substance film pure substance nothing stylish fake superfluous boast two superb performance timothy hutton sean penn lifelong friend christopher boyce daulton lee respectively hutton penn tom cruise triumvirate early actor looked headed much bigger better thing starred tap penn cruise popularity soared hutton largely forgotten shame actually hutton first win oscar supporting role ordinary people think performance movie even outstanding br br hutton really capture post vietnam war rebelliousness character chris boyce failed seminary school student chris love hate relationship father well played great character actor pat hingle scene chris quote poem father thought long forgotten particularly powerful one br br chris get job dept defense us hatred u gov foreign policy sell seemingly useless plan old project soviet get buddy daulton hyper drug dealing self server courier project plan microfilm chris based belief daulton strictly money soviet liaison excellently played david suchet penn suchet real quirky chemistry kind funny set exchange make mistake film anything serious character study pessimism malaise paranoia mistrust br br lead make film hutton delivers brilliantly understated performance chris rather smart young man much potential penn usual tremendous characterization daulton pathetic loser act think time think ending fact based film saddening several level truly powerful character study,1
saw film true movie automatically made sceptical actually good amazing plot twist breathtaking dialogue little actually despite people say thought film accurate depiction teenager dealing pregnancy br br dawson creek graceful cool witty character breeze sexuality effortless knowledge kid act like kid would br br blunt awkward annoyingly confused everything yes could accident could bad actor think dermot mulroney give trying cool believable performance loved patricia arquette whiny annoying pregnant teenager combination two exactly lavender pillow plot predictable believed stress inability cope brave yet slightly misguided attempt bring closer together think character acted anyone else would indeed annoying unbelievable reflects surreality situation sitting class walk campus baby felt angry felt angry child blaming felt br br end loved would recommend br br watch scene dermot mulroney run disastrous counselling session career performance,1
movie good god special effect suck movie difficult anything suck movie plot special effect manage pull let try explain bad movie br br first plot four punk as teenage dirt bikers riding around forest duluth mn one dumb as try ridiculous jump break leg paramedic come help get stranded helicopter break five realize forest fire see started guy dumping ton gas forest show u boot show scene scene guy boot walking around dumping gas starting fire meanwhile teenager try escape fire find boot man somehow managed get ahead speeding forest dirt bike dump gas area riding start fire several time paramedic finally catch start fire spoil ending guy resilience shouting bloody hell screen anyway surrounded fire escape mine filled methane gas yes methane gas even going try describe ending ridiculous enjoy see coming possibly expect happens second major problem movie consistency br br semblance consistence much ask apparently cannot even count number broken limb movie keep breaking arm leg crashing bike think character break least one limb several one limp around scene end forget supposed broken limb one scene three supposed broken leg start dancing injury suddenly return plot need br br finally cgi hell consists watching fire movie forest fire line dirt path cgi fire clearly see cgi fire along path tree two foot path left untouched zoom show whole forest engulfed flame hard describe word ridiculous look assure ridiculousness quite impressive br br movie one bad good type occasion descends painful bad category part stay line laughably inept wait check nature unleashed movie came four pack one,0
movie bad actually get funny one worst movie ever seen entire life funny thing trailer scene movie watching trailer would saved lot time actually showed everything happened movie except conclusion also obvious br br honestly hard think reason movie made bad horrible br br would give would possible nothing else say movie,0
skip mccoy three time loser pick pocket unable curb instinct back street pick purse candy subway train realise candy carrying top secret microfilm microfilm high interest many many organisation br br director samuel fuller crafted exceptional drama set amongst seedy underworld new york city communist spy shady government operative blend together make pickup south street riveting viewing first minute last based around dwight taylor story called blaze glory fuller enthused adaptation heavy set political agenda something many time felt done focus anti communist leaning big disservice br br digging little deeper find character intriguing fuller directed main protagonist one hero piece crook shallow human heroic born love country born sheer stubborn streak quite achievement fuller crafted one best anti hero sure grateful performance richard widmark mccoy grin icy cold heart interplay wonderful jean peter candy excellent film heart however oscar nominated thelma ritter take acting honour moe strong seedy surrounding character tired warmth ritter conveys majestically br br b movie texture film execution pickup south street real classy entertaining film best intriguing director,1
show exhausting watch two number drowned world substitute love paradise sit contemplate opening show go history visually thrilling madonna enters stage via gigantic swarovski crystal ball come ceiling huge screen behind show image horse galloping horse play role show due madonna falling one infamous scene madonna crucifix show huge screen count million number many african child orphaned due aid end website address come anyone interested donating go theme environment image politics religion shown interlude show start music love new york ray light part show one favorite dancer funny hand movement towards end music number song disco inferno mixed song dancer make presence known ending full energy show wrap tune lucky star hung hundred golden balloon fall ceiling end message confessed come dvd worth buying came soundtrack show added bonus jonas akerlund great job footage show keeping consistent style tour,1
easily disappointing least gratifying movie entire called blacksploitation genre way film generally enjoy great deal home rather exploitation demeaning film actually provide priceless insight era well bucktown br br story duke return bucktown operate night club left recently deceased brother quickly learns city entirely controlled corrupt police force bleeding protection money local business duke resists determines rescue city corrupt police unfortunately calling posse friend people vaguely explained former black militant worked duke job past simply murder entire police department cold blood literally presence hundred witness nothing stop ignorance justification murder would much entertaining see cracker police suffer action opposed merely getting whacked street revenge ubiquitous generally satisfying theme film genre far cry seeing pam grier track thug ed family cuss give jujitsu as kickin set fro fire art reason existing merit level respect quite undeserved simply shooting someone back course bizarre tale playing woman completely man thumb afraid cracker run town oppress people indeed advice duke run man gonna kill br br following sickening gratuitous violence expected believe town mayor wholeheartedly condones action duke friend congratulating offering throw parade honor opposed say calling district attorney press capital murder charge taken custody duke posse decline parade instead opts fill numerous vacancy police force created recent killing spree immediately prove even corrupt cracker police predecessor quote mayor ten time worse duke find must rescue citizen bucktown corrupt protection racket law enforcement official make safe decent folk operate prostitution business street unfortunately duke already lost moral high ground sympathy due hero willing participant murder original police force cared one way rescued bucktown gotten plugged point suppose entertained clever way duke outsmart new police goon reality film become opera gratuitous violence duke murder former friend ally cold blood absence compassion gunning cracker police duke pig br br finally everyone town duke aretha employee local brothel dead bleedin street hero heroine walk night though admirable quality redeeming value duke merely murderous thug aretha enabling misogynist accomplice interested genre film mean highly recommend see coffy foxy brown truck turner blacula sheba baby process run across dvd throw far away possibly drop like hot treated one would treat glowing puddle nuclear waste single film entire blacksploitation era dramatically entertaining satisfying populated sympathetic admirable character piece slime obviously written targeted hormonally imbalanced high school sophomore,0
